1717863080.0908892,16
1717863085.1162179,17
1717863090.106077,18
1717863095.0987465,19
1717863100.1038184,20
1717863105.097094,21
1717863110.0843213,22
1717863115.075742,23
1717863120.0788505,24
1717863125.0953548,25
1717863130.0796783,26
1717863135.085486,27
1717863138.8375053,28
1717863145.1175864,29
1717863150.11376,30
1717863155.1085536,31
1717863163.230631,32
1717863164.533828,33
1717863169.5221045,34
1717863175.799816,35
1717863180.7968805,36
1717863185.8009136,37
1717863189.6037815,38
1717863194.555926,39
1717863199.5527935,40
1717863204.5467267,41
1717863210.83313,42
1717863215.842393,43
1717863219.5709584,44
1717863224.567433,45
1717863229.5720046,46
1717863234.575264,47
1717863239.5732813,48
1717863245.8551977,49
1717863250.85954,50
1717863254.6041055,51
1717863259.6110406,52
1717863264.6118424,53
1717863269.6066,54
1717863275.9118843,55
1717863280.7677667,56
1717863285.7656205,57
1717863289.5224056,58
1717863294.5169556,59
1717863299.5233638,0
1717863304.5280929,1
1717863310.7490573,2
1717863315.751488,3
1717863320.7498357,4
1717863324.5022728,5
1717863329.4987833,6
1717863334.5020437,7
1717863339.5031116,8
1717863345.6873093,9
1717863350.6911619,10
1717863355.6887794,11
1717863360.450859,12
1717863364.2006068,13
1717863369.204405,14
1717863375.3981814,15
1717863380.3992407,16
1717863385.402501,17
1717863390.4065135,18
1717863395.4093642,19
1717863399.151969,20
1717863404.158167,21
1717863410.3464344,22
1717863415.3463163,23
1717863420.345783,24
1717863425.3459651,25
1717863430.3503773,26
1717863434.0983155,27
1717863439.0955172,28
1717863445.3033872,29
1717863450.3044558,30
1717863455.3242567,31
1717863460.3148427,32
1717863465.3268688,33
1717863469.080489,34
1717863474.0818098,35
1717863480.295379,36
1717863485.280611,37
1717863490.282652,38
1717863495.2886484,39
1717863500.3110154,40
1717863504.0344615,41
1717863510.2852218,42
1717863515.2789764,43
1717863520.2810562,44
1717863525.3067987,45
1717863530.2809365,46
1717863535.3009038,47
1717863539.0432994,48
1717863545.261558,49
1717863550.2606192,50
1717863555.2487235,51
1717863560.24756,52
1717863565.2495165,53
1717863568.998891,54
1717863574.0006669,55
1717863580.2850435,56
1717863585.2939627,57
1717863590.2822714,58
1717863595.2815912,59
1717863599.0418978,0
1717863604.0370834,1
1717863610.332126,2
1717863615.3386626,3
1717863620.3354988,4
1717863625.3501296,5
1717863630.3361745,6
1717863634.0983806,7
1717863639.080978,8
1717863645.34336,9
1717863650.349497,10
1717863655.3470397,11
1717863660.3746336,12
1717863664.1084516,13
1717863669.0993361,14
1717863674.105136,15
1717863680.3619227,16
1717863685.3512812,17
