1717863075.1071672,15
1717863079.8558507,16
1717863084.591558,17
1717863089.3190835,18
1717863094.2556045,19
1717863099.0031638,20
1717863103.902162,21
1717863110.0104377,22
1717863114.7340434,23
1717863119.5576057,24
1717863124.2633824,25
1717863129.0939472,26
1717863134.002265,27
1717863138.7777774,28
1717863145.015258,29
1717863149.5629241,30
1717863154.3855307,31
1717863159.2998707,32
1717863163.9907448,33
1717863168.9460375,34
1717863175.0463455,35
1717863179.8320346,36
1717863184.5563202,37
1717863189.284345,38
1717863194.1994808,39
1717863198.9790025,40
1717863203.8703382,41
1717863210.0275805,42
1717863215.2093651,43
1717863219.5408542,44
1717863224.2430954,45
1717863229.0768886,46
1717863233.9399288,47
1717863238.755559,48
1717863244.9953055,49
1717863249.6970563,50
1717863254.506664,51
1717863259.4020371,52
1717863264.1610324,53
1717863269.1286867,54
1717863275.0233934,55
1717863279.8165185,56
1717863284.703502,57
1717863289.407987,58
1717863294.3388937,59
1717863299.028985,0
1717863303.9107883,1
1717863309.976264,2
1717863314.8093297,3
1717863319.6214767,4
1717863324.404446,5
1717863329.2271123,6
1717863334.0712278,7
1717863338.8921545,8
1717863344.943902,9
1717863349.774451,10
1717863354.5466347,11
1717863359.3211744,12
1717863364.1687112,13
1717863369.0157673,14
1717863373.8353689,15
1717863379.8891072,16
1717863384.7125242,17
1717863389.4752836,18
1717863394.310116,19
1717863399.1341834,20
1717863403.972645,21
1717863409.9629521,22
1717863414.8446944,23
1717863419.6446745,24
1717863424.4134285,25
1717863429.2111175,26
1717863434.0376654,27
1717863438.8868809,28
1717863444.9133468,29
1717863449.7501185,30
